profile_id,display_name,status,old_questions,new_questions,rejected,error,knowledge_titles
c8592f5b-5e96-4658-ad9b-ee02f72b7030,PPT选手zx,written,"[""CS美国硕士申请的基本流程？"",""如何制作申请材料？"",""选校需要考虑哪些因素？""]","[""文书怎么写才出彩？"",""推荐信找谁写最合适？"",""申请时间线怎么规划？""]","[{""question"":""标化考试要准备哪些？"",""reason"":""no_knowledge_evidence""},{""question"":""双非背景申请有影响吗？"",""reason"":""no_knowledge_evidence""},{""question"":""选校策略有什么建议？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜16级CS申请美国硕士PPT总结
8ecb366b-6742-4cd7-94f2-0d6a0aea280d,Utah全奖zy,failed_quality_gate,"[""只申5所学校的PhD策略风险大吗？"",""AI Safety方向PhD申请难度如何？"",""套磁无回复该怎么判断和应对？""]","[""拿到口头offer后拒绝会不会影响信誉？"",""HKUST的RA经历对申请加分多吗？""]","[{""question"":""没有GRE申请美国CS PhD影响大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""大二开始做科研对PhD申请有多大帮助？"",""reason"":""no_knowledge_evidence""},{""question"":""申请时有一篇在投论文算不算优势？"",""reason"":""no_knowledge_evidence""},{""question"":""海套时如何判断教授是否真心招人？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜绩点第二申请AI Safety方向PhD的经验
af65f576-e1f8-40dc-b70b-7e6d496d3f9a,系统菜狗sc,written,"[""背景一般能拿到PhD全奖吗？"",""System方向PhD申请有什么特点？"",""多个PhD offer怎么比较和选择？""]","[""GPA 3.78能申到全奖PhD吗？"",""强committee制需要套磁吗？"",""Utah导师主动约面试是什么体验？"",""UC Merced申请有什么逆天故事？""]","[{""question"":""托福105无GRE够用吗？"",""reason"":""no_knowledge_evidence""},{""question"":""访问学生经历对申请帮助大吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜菜狗的System方向PhD申请故事
700a22d3-78cc-432f-8838-1e08e8b07dfd,环保清研er,written,"[""保研夏令营需要准备哪些材料？"",""清华深研院环境工程怎么样？"",""保研中最看重什么条件？""]","[""夏令营面试一般问什么？"",""推和夏令营面试区别大吗？"",""科研经历在保研中加分多吗？""]","[{""question"":""保研材料需要提前多久准备？"",""reason"":""no_knowledge_evidence""},{""question"":""英语成绩对保研影响大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""保研是否需要提前联系导师？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜环境系保研清华深研院的完整流程分享
92284594-d643-4ada-8b87-f357de450410,模拟芯人rw,written,"[""模拟IC方向保研怎么选校？"",""保研直博和学硕哪个更难申请？"",""清华集成电路夏令营面试考什么？""]","[""清华直博面试英文翻译考什么？"",""模拟IC保研院校排名是怎样的？"",""科研竞赛经历如何丰富简历？"",""版图设计面试会问哪些问题？"",""电源管理方向在清华直博好申请吗？""]","[{""question"":""提前联系导师被拒绝了怎么办？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜微电子模拟IC方向保研清华直博经验
dea2d967-5e1d-4c76-aa41-3faefe4754b2,脑机接口wy,written,"[""PhD申请中connection有多重要？"",""如何获得有价值的科研推荐信？"",""跨方向申请PhD该怎么规划？""]","[""没有海外经历如何拿到科研强推？"",""GPA排名对PhD录取影响大吗？"",""面试中如何展示自己的connection？""]","[{""question"":""大二进实验室该做什么准备？"",""reason"":""no_knowledge_evidence""},{""question"":""申请20所面试6所怎么选择？"",""reason"":""no_knowledge_evidence""},{""question"":""跨方向申请如何说服教授？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜Connection is All You Need——美国EE PhD申请技巧
b5b79298-144f-4274-b2e1-02f35206db81,航发冲天xw,written,"[""航空航天专业保研有哪些好学校？"",""保研夏令营线上和线下面试有什么区别？"",""如何让导师帮你引荐保研目标校？""]","[""线上夏令营怎么海投不冲突？"",""西工大夏令营面试考什么？"",""上交保研夏令营有笔试吗？"",""北大夏令营面试用英文吗？""]","[{""question"":""保研清华直博六级要多少分？"",""reason"":""no_knowledge_evidence""},{""question"":""让导师引荐目标校导师有用吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜航空航天保研清华直博的经验与面经
1c334d3f-385f-423b-95ec-7de57cd1a42f,力学小白jq,written,"[""力学专业保研需要什么条件？"",""保研评选中GPA占多大比重？"",""暑研期间考英语是好时机吗？""]","[""保研面试需要准备哪些内容？"",""论文竞赛在保研中占多少比重？"",""保研时为什么选择国内读研？""]","[{""question"":""中科大力学保研预报名时间是什么？"",""reason"":""no_knowledge_evidence""},{""question"":""德国暑研经历对保研有帮助吗？"",""reason"":""no_knowledge_evidence""},{""question"":""系里预报名是必须参加的吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜力学系保研中科大的心路历程
53f8fdae-4d5b-4962-a237-fa12569fc5e0,学渣逆袭yh,failed_quality_gate,"[""GPA低怎么规划升学出路？"",""联培直博是什么意思？"",""境外考雅思真的分更高吗？""]","[""低GPA怎么找实习补背景？"",""大三暑假实习对申博重要吗？""]","[{""question"":""联培直博和普通直博区别？"",""reason"":""no_knowledge_evidence""},{""question"":""境外考雅思真的更容易高分？"",""reason"":""no_knowledge_evidence""},{""question"":""保研报名没资格还要报吗？"",""reason"":""no_knowledge_evidence""},{""question"":""挂过通识课会影响直博吗？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜GPA 3.33的自我救赎——联培博士之路
c03093f3-8fb9-435b-83bd-222224cdefb8,荷兰机器人rb,failed_generate,"[""美国PhD全聚德怎么办？"",""欧洲硕士申请有什么注意事项？"",""机器人方向怎么选校？""]",null,null,unexpected end of JSON input,研途榜样｜机器人方向美欧混申——代尔夫特全奖硕士之路
6c4d516a-d6c4-46ca-8b21-3c60cb127371,光电暑研zk,written,"[""MS和PhD该怎么选择？"",""ECE Master选校看什么因素？"",""暑研对Master申请有多大帮助？""]","[""选校更看排名还是地理位置？"",""MS和MEng怎么选？"",""大一大二怎么准备GRE？""]","[{""question"":""暑研期间怎么拿强推？"",""reason"":""no_knowledge_evidence""},{""question"":""无文章申请ECE MS影响大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""光电方向GRE要多少分够用？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜光电专业ECE Master申请与MS/PhD选择
330e01dd-6ba6-4186-8572-add36b93a59d,数字芯片yz,written,"[""微电子保研的难度排名是怎样的？"",""夏令营被拒后还有什么机会？"",""数字IC和模拟IC方向怎么选？""]","[""综合排名第一为什么还被拒？"",""夏令营连续被拒怎么调整？"",""预推免如何逆袭北大深信工？"",""微电子转CS需要什么课程基础？""]","[{""question"":""数字IC保研学硕还是直博？"",""reason"":""no_knowledge_evidence""},{""question"":""提前联系导师对直博有多重要？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜微电子数字IC方向保研北大深信工的挣扎之旅
68f573d2-bf68-442d-b437-29595bd07acf,北大IC达人yj,written,"[""微电子保研有哪些值得去的学校？"",""北大深信工面试考什么？"",""想保研外校应该怎么准备？""]","[""北大深信工面试英语部分考什么？"",""夏令营冲突了怎么选？"",""套磁教授用gmail邮箱可以吗？"",""GPA排名第一对保研帮助大吗？""]","[{""question"":""微电子保研清北复交有哪些学校？"",""reason"":""no_knowledge_evidence""},{""question"":""保研北大需要学哪些数字IC课程？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜电子系微电子保研北大深信工数字IC方向
06885545-1f97-4db6-8324-4e38d7807f04,东大修士xg,written,"[""NUS ECE PhD申请流程是什么？"",""东京大学修士怎么申请？"",""申请前如何跟教授搭上线？""]","[""NUS ECE PhD出结果需要多久？"",""东京大学IME项目面试怎么准备？"",""套磁不靠邮件，怎么利用会议交流？""]","[{""question"":""申请东大修士可以提前联系教授吗？"",""reason"":""no_knowledge_evidence""},{""question"":""申请材料填错系名还有救吗？"",""reason"":""no_knowledge_evidence""},{""question"":""双线申请NUS和东大时间线怎么安排？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜NUS博士+东京大学修士的双线申请
f80146bc-a809-4329-9997-b40757e33ab8,UMN力学zl,written,"[""力学系申PhD可以申哪些专业？"",""PhD申请中套磁有多重要？"",""SOP什么时候开始写？""]","[""套磁对PhD申请影响多大？"",""UMN 12月交1月就发offer？"",""SOP怎么针对不同学校改写？"",""GPA 3.89如何保持高绩点？""]","[{""question"":""力学系转申BME可行吗？"",""reason"":""no_knowledge_evidence""},{""question"":""选校deadline表格怎么做？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜力学系ME PhD申请UMN的经验与选校策略
adafa642-c759-45e4-9820-ab1250faf46c,圣母转码gc,written,"[""微电子专业可以转申CS硕士吗？"",""TOEFL 112对申请有多大帮助？"",""为什么选择出国而不是保研？""]","[""GPA 3.69 申请名校够用吗？"",""MS 和 MEng 怎么选？"",""转码申请 ECE 还是 CS 更稳？"",""圣母大学 CSE 就业情况如何？"",""TOEFL 112 是怎么准备的？"",""出国 vs 保研如何决策？""]",null,,研途榜样｜微电子转ECE/CS方向——圣母大学硕士申请全记录
8518d587-f683-4cc0-a53e-dd2a32f3e09e,柔性电子h,failed_quality_gate,"[""背景弱怎么找到暑研机会？"",""暑研要做多久才有效果？"",""转实验室会不会得罪导师？""]","[""背景弱如何筛选100+实验室发套磁信？"",""职业规划如何影响科研选择？""]","[{""question"":""暑研需要提前多久联系教授？"",""reason"":""no_knowledge_evidence""},{""question"":""转实验室后如何与新导师沟通？"",""reason"":""no_knowledge_evidence""},{""question"":""暑研半年拿到读博邀请可能吗？"",""reason"":""no_knowledge_evidence""},{""question"":""托福103和GRE322对申请够用吗？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜从边缘人到UCSD PhD——暑研逆风翻盘的故事
f54bc5d3-70e4-4b9c-9f3a-694f00b1b846,安堡微电mt,written,"[""ECE Master申请需要多高的GPA？"",""语言考试什么时候准备最好？"",""没有暑研经历怎么申请Master？""]","[""GPA 3.66申请UMich够用吗？"",""TOEFL 101在ECE申请中算高吗？"",""中芯国际实习经历对申请加分吗？"",""两篇专利在申请中作用大吗？""]","[{""question"":""电赛三等奖对微电子申请有帮助吗？"",""reason"":""no_knowledge_evidence""},{""question"":""大四边考试边申请会很被动吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜微电子ECE Master申请密歇根安堡经验
e6d616ba-3d27-454b-8660-d13005cfa1fa,厦大环科hw,written,"[""环境专业保研有哪些好学校？"",""不同学校夏令营面试有什么区别？"",""提前联系导师有什么好处？""]","[""校夏令营面试风格有什么不同？"",""面试英语提问是什么形式？"",""夏令营优营比例大概多少？"",""北师大夏令营有笔试吗？""]","[{""question"":""提前联系导师有什么好处？"",""reason"":""no_knowledge_evidence""},{""question"":""保研材料需要提前准备哪些？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜环境系保研厦大——四校夏令营面试全记录
d174e466-4869-4988-aad7-1c0d82a816ba,哥大暑研jy,failed_quality_gate,"[""哥大LDEO暑期项目怎么申请？"",""暑期科研十周能做出什么成果？"",""申请美国J1签证需要什么材料？""]","[""推荐信怎么准备比较稳？"",""暑期实习proposal怎么做？""]","[{""question"":""LDEO项目对先修课程有何要求？"",""reason"":""no_knowledge_evidence""},{""question"":""研究兴趣声明要写几个志愿？"",""reason"":""no_knowledge_evidence""},{""question"":""J1签证DS-160表怎么填？"",""reason"":""no_knowledge_evidence""},{""question"":""南科大1.5万补助够用吗？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜哥伦比亚大学LDEO暑期实习申请攻略与体验
8354e521-ef5a-46ef-a7db-887f71fbe909,水文博士yi,failed_quality_gate,"[""如何通过公众号找到PhD机会？"",""境外交换对申请有什么帮助？"",""全聚德怎么调整心态？""]","[""套磁拿到口头offer的关键是什么？""]","[{""question"":""境外交换对申请有多大帮助？"",""reason"":""no_knowledge_evidence""},{""question"":""全聚德后如何调整心态再出发？"",""reason"":""no_knowledge_evidence""},{""question"":""转学跟导师去UMich经历如何？"",""reason"":""no_knowledge_evidence""},{""question"":""SCI文章被拒多次怎么保持心态？"",""reason"":""no_knowledge_evidence""},{""question"":""公众号找PhD机会靠谱吗？"",""reason"":""no_knowledge_evidence""}]",only 1 accepted questions,研途榜样｜从UCSC到UMich——一段神奇而幸运的PhD申请故事
63051ec4-0978-4edd-826c-9ecd1b4c70a2,代尔夫特argue姐,written,"[""收到拒信后怎么argue？"",""TU Delft机械硕士申请难度大吗？"",""Argue letter怎么写？""]","[""收到拒信后怎么argue？"",""拒信理由怎么写argue信？"",""TU Delft机械拒信常见原因？"",""项目经历被忽略怎么argue？""]","[{""question"":""Argue letter写多少字合适？"",""reason"":""no_knowledge_evidence""},{""question"":""询问拒信具体原因有用吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜被拒后argue成功翻盘——TU Delft机械硕士申请
b34b1b96-a9c1-4bf4-92ab-1426ee435402,GaTech力学yz,failed_quality_gate,"[""PhD申请中套磁邮件怎么写？"",""TOEFL口语不够怎么办？"",""F-1签证check会影响入学吗？""]","[""套磁邮件一般写多少字合适？"",""GPA 3.9申请GaTech够用吗？""]","[{""question"":""TOEFL口语不到23分会被卡吗？"",""reason"":""no_knowledge_evidence""},{""question"":""签证check两个月怎么处理？"",""reason"":""no_knowledge_evidence""},{""question"":""力学PhD需要发表SCI论文吗？"",""reason"":""no_knowledge_evidence""},{""question"":""Cornell口语要求是23分吗？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜力学PhD申请GaTech——认清现实放弃幻想
f2e74a7d-4d29-4cfd-8a89-7f2dcff8eb20,中科院IC侠wz,written,"[""保研面试一般考什么内容？"",""不同学校面试风格差异大吗？"",""保研有哪三个关键时间节点？""]","[""中科院面试有英语环节吗？"",""保研夏令营和预推免有什么区别？"",""面试前怎么复习专业课？"",""东南大学面试英文问什么？""]","[{""question"":""浙大信电笔试考哪七门课？"",""reason"":""no_knowledge_evidence""},{""question"":""项目经历被问到不会怎么办？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜微电子保研中科院微电子所的面试攻略
301ff167-0686-48c2-b35b-7fa70e9a934d,港科联培ry,written,"[""联培PhD和自申PhD有什么区别？"",""暑研前应该先考出英语成绩吗？"",""如何向心仪教授推荐自己？""]","[""联培面试会有二轮吗？"",""自申的截止日期有哪些？"",""GPA 3.67能申港科大联培吗？""]","[{""question"":""暑研前考出英语来得及吗？"",""reason"":""no_knowledge_evidence""},{""question"":""怎么提前联系合作老师？"",""reason"":""no_knowledge_evidence""},{""question"":""英语考试需要报班培训吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜力学系联培与自申的选择——港科大PhD之路
d62359af-9065-4650-8569-0f08e11a1962,市场大使hh,failed_generate,"[""理工科背景怎么转市场方向？"",""校园大使对求职有什么帮助？"",""群面和单面分别怎么应对？""]",null,null,LLM returned empty response,研途榜样｜另类求职之路——校园大使到市场岗offer
f2f96893-95e2-43a5-aa02-3fa2998a6242,北大力学ym,written,"[""北大工学院夏令营面试什么形式？"",""力学系保研外校难吗？"",""暑研心态不好怎么调整？""]","[""夏令营面试黑板答题怎么准备？"",""英语自我介绍怎么准备？"",""保研流程中系里排名怎么算？""]","[{""question"":""流体力学方向考核重点是什么？"",""reason"":""no_knowledge_evidence""},{""question"":""保研北大工学院GPA要求多高？"",""reason"":""no_knowledge_evidence""},{""question"":""暑研没出成果如何调整心态？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜力学系保研北大工学院夏令营面经
57759fda-92eb-4ce2-97ae-f59cdf68e24a,北航暑研hr,failed_generate,"[""没参加夏令营还能保研吗？"",""海外暑研对保研面试有帮助吗？"",""航空航天方向保研怎么选校？""]",null,null,LLM returned empty response,研途榜样｜不参加夏令营的另类保研——荷兰暑研后保研北航
58ee7f05-03bf-4f8a-aa7a-3a64609a86a1,哥大骑行侠wx,written,"[""哥大LDEO暑期项目生活条件怎样？"",""申请J1签证需要注意什么？"",""暑期科研十周的日程安排是怎样的？""]","[""从南科大申请哥大暑研有哪些流程？"",""骑行15英里测空气是什么体验？"",""Lamont食堂和自制饮食开销差多少？"",""延期期末考试怎么操作？""]","[{""question"":""南科大给的生活补助足够吗？"",""reason"":""no_knowledge_evidence""},{""question"":""暑研期间proposal和poster展示要求？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜哥伦比亚大学LDEO暑期科研——纽约骑行测空气质量
a2dbc60c-1344-425c-8c2a-23629e38876b,ETH机器人yz2,written,"[""ETH机器人硕士录取标准是什么？"",""机器人方向有哪些好的硕士项目？"",""UMich和ETH机器人硕士怎么比较？""]","[""ETH机器人录取要看专业排名吗？"",""UMich Robotics相比ETH优势在哪？"",""CSC奖学金机会怎么申请？""]","[{""question"":""托福101申请ETH够用吗？"",""reason"":""no_knowledge_evidence""},{""question"":""GRE319对ETH机器人申请重要吗？"",""reason"":""no_knowledge_evidence""},{""question"":""双非背景申ETH机器人有什么注意？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜机器人工程申请ETH机器人硕士的超详细选校分析
92f3860a-6b69-484c-b2b9-1db537da279a,海洋博士yao,written,"[""暑研怎么通过导师关系获得？"",""套磁应该什么时候开始？"",""TOEFL刷不出分怎么办？""]","[""套磁信里如何提出学术观点？"",""暑研后口头offer能信吗？"",""GPA排名对暑研申请重要吗？""]","[{""question"":""放弃保研自申风险大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""怎么暗示导师帮忙联系暑研？"",""reason"":""no_knowledge_evidence""},{""question"":""TOEFL刷多次不出分怎么办？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜环境系PhD申请——暑研直接拿口头offer的骚操作
4f846164-cc67-4e6f-8f25-c47f3eb971ff,UCI电子jd,written,"[""TOEFL和GRE该怎么安排准备？"",""DIY申请PhD需要注意什么？"",""文书对录取影响大吗？""]","[""GPA 3.74在EE PhD申请中够用吗？"",""TOEFL 94能申到UCI PhD吗？"",""GRE 320需要再刷吗？"",""推荐信怎么找暑研导师写？"",""选校参考哪些网站比较靠谱？""]","[{""question"":""SOP对EE PhD录取影响大吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜电子系EE PhD全流程DIY申请经验
f155c4c4-5712-4687-9fe4-d0940b2c4c9b,UCLA机械tq,written,"[""多段暑研经历怎么规划？"",""ME PhD套磁有什么技巧？"",""申请材料的时间线怎么安排？""]","[""GPA 3.77对申请机械PhD够吗？"",""TOEFL 107 GRE 321什么水平？"",""暑研如何拿到强推荐信？"",""作论文在申请中有多重要？""]","[{""question"":""双非背景申UCLA PhD有希望吗？"",""reason"":""no_knowledge_evidence""},{""question"":""MIT学年交流对申请加分吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜机械PhD申请UCLA——三段科研经历如何打造申请优势
ea5e957f-8f5e-45f3-990a-601614ee04e7,CMU机器学zc,failed_quality_gate,"[""通信工程可以跨申AI/ML硕士吗？"",""CMU MSML项目竞争激烈吗？"",""顶会论文对硕士申请有多大帮助？""]","[""GPA 3.91排名第一够用吗？"",""IELTS 7.0和GRE 324够申CMU吗？""]","[{""question"":""申请CMU可以同时报几个项目？"",""reason"":""no_knowledge_evidence""},{""question"":""Waitlist转正等了多久？"",""reason"":""no_knowledge_evidence""},{""question"":""跨专业申请科研方向怎么匹配？"",""reason"":""no_knowledge_evidence""},{""question"":""被大量名校拒是什么原因？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜通信工程跨申CMU机器学习硕士的申请故事
c5628866-87a8-4293-a521-52d51c3199e4,宾大ESE侠yy,failed_quality_gate,"[""如何判断推荐人是否写了黑推？"",""全聚德后第二年再申值得吗？"",""如何处理与导师的专业关系？""]","[""黑推怎么提前发现或避免？"",""科研中如何证明自己是有用劳动力？""]","[{""question"":""全聚德后第二年再申策略？"",""reason"":""no_knowledge_evidence""},{""question"":""和导师保持专业关系秘诀？"",""reason"":""no_knowledge_evidence""},{""question"":""浸润式英语学习有效方法？"",""reason"":""no_knowledge_evidence""},{""question"":""留学交流经历如何助力申请？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜全聚德到宾大PhD全奖——推荐信的教训与反思
544d1475-de98-43b1-ae0e-276430dea7a9,UIC通信博wz2,failed_quality_gate,"[""通信工程转CS申PhD需要修什么课？"",""直博和先读硕再读博怎么选？"",""GPA对博士申请有多重要？""]","[""先读硕再申博和直博怎么选？"",""推荐信对转专业申PhD作用大吗？""]","[{""question"":""转CS申PhD需要修哪些课？"",""reason"":""no_knowledge_evidence""},{""question"":""GPA对博士申请有多重要？"",""reason"":""no_knowledge_evidence""},{""question"":""海外硕士费用高值得读吗？"",""reason"":""no_knowledge_evidence""},{""question"":""保研缓冲对申博有什么帮助？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜通信转CS方向PhD申请——为什么要出国读博
8aea94ff-74a8-4ef7-9d33-5b264a466949,光电科研hy,written,"[""大学课程该怎么高效学习？"",""本科生什么时候开始科研？"",""怎么找到合适的科研导师？""]","[""大学课程如何高效预习？"",""课上遇到疑问怎么处理？"",""如何平衡课程和科研？""]","[{""question"":""本科科研对保研帮助大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""怎么约导师线下聊天？"",""reason"":""no_knowledge_evidence""},{""question"":""进组前要避免哪些坑？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜光电专业大学课程学习与本科科研方法论
eef51da9-c376-42ab-b956-ab315dffd4bc,感染研究喵yy,written,"[""欧洲PhD和美国PhD申请有什么区别？"",""如何在欧洲找到PhD position？"",""美国PhD全拒后怎么调整方向？""]","[""德国MHH感染生物学PhD如何申请？"",""美国PhD全拒后怎么转申欧洲？"",""套磁信怎么写才有效？""]","[{""question"":""欧洲PhD信息渠道有哪些？"",""reason"":""no_knowledge_evidence""},{""question"":""暑研对申请欧洲PhD帮助多大？"",""reason"":""no_knowledge_evidence""},{""question"":""DAAD奖学金申请有什么经验？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜生物系曲折申请德国PhD的全记录
b47fd788-59e4-4d0c-a516-c11a8ac01dc7,化学反应堆y,written,"[""没有论文能申到化学PhD吗？"",""化学PhD申请文书怎么写？"",""学期交流对申请有多大帮助？""]","[""GPA 3.65能申到化学PhD吗？"",""化学PhD面试要准备科研PPT吗？"",""化学PhD文书要回答哪五个核心问题？""]","[{""question"":""没有论文怎么申化学PhD？"",""reason"":""no_knowledge_evidence""},{""question"":""伯克利学期交流对申请帮助多大？"",""reason"":""no_knowledge_evidence""},{""question"":""托福口语24对申请化学PhD有优势吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜化学系PhD申请与伯克利交流经验
ba42027a-1d90-49b1-99f6-b533861ebdcd,化工跨界人zz,written,"[""化学跨申化工方向可行吗？"",""英国硕士申请时间线是怎样的？"",""IC面试和ATAS审核需要注意什么？""]","[""GPA 3.74申帝国理工够用吗？"",""IC waiting list逆袭是怎么做到的？"",""英国硕士先到先得，怎么操作？""]","[{""question"":""化学跨申IC化工难度多大？"",""reason"":""no_knowledge_evidence""},{""question"":""ATAS申请需要提前多久准备？"",""reason"":""no_knowledge_evidence""},{""question"":""化学跨化工，课程选择有什么建议？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜化学跨大类申请帝国理工化工硕士
004307e1-afe7-44a7-a69b-b7313f85719b,数值计算君zy,failed_quality_gate,"[""数学PhD申请中成绩单有多重要？"",""如何通过科研经历获取推荐信？"",""没有套磁能申到PhD吗？""]","[""没有发表如何拿到强推荐信？"",""无套磁也能申到全奖PhD吗？""]","[{""question"":""成绩单对数学PhD申请有多关键？"",""reason"":""no_knowledge_evidence""},{""question"":""双非背景申请应用数学PhD难吗？"",""reason"":""no_knowledge_evidence""},{""question"":""TOEFL口语24够不够用？"",""reason"":""no_knowledge_evidence""},{""question"":""数学核心课成绩比总GPA更重要吗？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜应用数学PhD申请与日常积累的力量
354c204e-fb9d-462e-ade5-0c707afca59f,量子态观测xy,failed_quality_gate,"[""为什么要去美国读物理PhD？"",""无论文能申到好学校物理PhD吗？"",""推荐信对物理PhD申请有多重要？""]","[""中美物理博士培养方式有哪些不同？"",""科研推荐信怎么找有含金量的？""]","[{""question"":""口语19分对物理PhD申请影响大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""为什么读物理PhD比去哪读更重要？"",""reason"":""no_knowledge_evidence""},{""question"":""被10所学校拒主要是什么原因？"",""reason"":""no_knowledge_evidence""},{""question"":""南方科大背景如何拿到UMich物理PhD？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜物理系PhD申请与明确目的的重要性
2d70d76a-75e0-44e9-a74f-c78443938a22,港中文化学dj,written,"[""GPA不高能申到香港PhD吗？"",""香港PhD申请套磁信怎么写？"",""PhD面试需要准备什么？""]","[""科研经历在PhD申请中多重要？"",""套磁信如何针对教授研究方向写？"",""面试要对课题细节了如指掌？"",""收到多个offer后要通知其他教授吗？""]","[{""question"":""GPA低怎么弥补申请香港PhD？"",""reason"":""no_knowledge_evidence""},{""question"":""香港PhD申请教授话语权比委员会大？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜化学系亚洲PhD申请与套磁攻略
d7022ae1-0ee7-46ad-b758-247230fa7874,光华套利手yy,written,"[""南科大保研商科难度有多大？"",""金融硕士项目怎么选择？"",""保研中信息差如何弥补？""]","[""清华经管BA夏令营被waiting怎么办？"",""商科保研实习和绩点哪个更重要？"",""金融行业岗位怎么选适合保研？""]","[{""question"":""北大光华MFin第三批怎么拿offer？"",""reason"":""no_knowledge_evidence""},{""question"":""双非背景保研北大光华可能吗？"",""reason"":""no_knowledge_evidence""},{""question"":""南科大保研试错成本高怎么应对？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜金融数学保研北大光华的逆袭经验
66a6fd37-f850-4345-9cd9-8f38326cba3d,公共政策人lw,written,"[""工作后再申请研究生可行吗？"",""理科跨申公共政策需要什么条件？"",""Duke MPP项目怎么样？""]","[""文书怎么写公共政策契合点？"",""GRE 326够申请MPP吗？"",""Duke MPP奖学金容易拿吗？""]","[{""question"":""工作两年再申请来得及吗？"",""reason"":""no_knowledge_evidence""},{""question"":""化学跨申公共政策怎么准备？"",""reason"":""no_knowledge_evidence""},{""question"":""双非申请Duke MPP有希望吗？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜化学系工作两年后跨专业申请公共政策
10c59ec0-e87f-40de-9584-cd0dd3657fbb,控制论信徒nf,failed_quality_gate,"[""数学系能申ECE方向PhD吗？"",""为什么不建议找中介申请？"",""有保底offer心态怎么调整？""]","[""数学系如何跨申ECE控制方向？"",""无论文能拿到UCSB PhD offer吗？""]","[{""question"":""伯克利交流对申请帮助大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""保底校怎么选才能更从容？"",""reason"":""no_knowledge_evidence""},{""question"":""彩票校有必要申十几所吗？"",""reason"":""no_knowledge_evidence""},{""question"":""ECE控制方向有哪些强校？"",""reason"":""no_knowledge_evidence""}]",only 2 accepted questions,研途榜样｜数学系DIY申请UCSB控制方向PhD
4c3d3409-5562-4b56-b8e3-a3ccb8150d41,名古屋环境cl,written,"[""日本SGU英语项目是什么？"",""如何拿到日本教授的内诺？"",""东京大学GPES项目怎么申？""]","[""SGU项目需要提前套磁吗？"",""东大GPES项目的研究计划书怎么写？"",""推荐信需要教授自己寄送怎么操作？""]","[{""question"":""名古屋G30全球只招5人竞争大吗？"",""reason"":""no_knowledge_evidence""},{""question"":""跨专业申请日本环境方向如何弥补背景？"",""reason"":""no_knowledge_evidence""},{""question"":""教授突然取消招生该如何应对？"",""reason"":""no_knowledge_evidence""}]",,研途榜样｜日本SGU英语项目申请与套磁经验
